id,date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice,USD RATE
180,2006-10-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,39.38,0.3733,105.5861
181,2006-11-15,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,28.25,0.2609,107.74
182,2006-11-15,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,48,0.4433,107.74
183,2006-11-15,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,33.67,0.311,107.74
184,2006-11-15,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,39,0.3602,107.74
185,2006-11-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,33,0.3048,107.74
186,2006-11-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,38.4,0.3546,107.74
187,2006-11-15,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,170,1.57,107.74
188,2006-11-15,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,100,0.9235,107.74
189,2006-11-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,32,0.2955,107.74
190,2006-11-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,45,0.4156,107.74
191,2006-11-15,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,38.5,0.3556,107.74
192,2006-11-15,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,37.5,0.3463,107.74
193,2006-11-15,Northern,Mullattivu,Mulaitivu,9.268,80.815,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,35,0.3232,107.74
194,2006-11-15,Northern,Mullattivu,Mulaitivu,9.268,80.815,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,49,0.4525,107.74
195,2006-11-15,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,39.5,0.3648,107.74
196,2006-11-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,39.23,0.3623,107.74
197,2006-11-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,31.78,0.2935,107.74
198,2006-11-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,39.81,0.3677,107.74
199,2006-12-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,40.06,0.3718,107.8731
200,2007-01-15,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,39.5,0.3646,108.4608
201,2007-01-15,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,38,0.3507,108.4608
202,2007-01-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,38.8,0.3581,108.4608
203,2007-01-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,30,0.2769,108.4608
204,2007-01-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,45,0.4153,108.4608
205,2007-01-15,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,43,0.3969,108.4608
206,2007-01-15,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,39,0.3599,108.4608
207,2007-01-15,Northern,Mullattivu,Mulaitivu,9.268,80.815,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,30.5,0.2815,108.4608
208,2007-01-15,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,42.5,0.3922,108.4608
209,2007-01-15,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,39.5,0.3646,108.4608
210,2007-01-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,34.5,0.3184,108.4608
211,2007-01-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,40.18,0.3708,108.4608
212,2007-02-15,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,33.5,0.3083,108.6992
213,2007-02-15,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,43,0.3958,108.6992
214,2007-02-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,37.1,0.3415,108.6992
215,2007-02-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,41,0.3774,108.6992
216,2007-02-15,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,92.5,0.8514,108.6992
217,2007-02-15,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,87.5,0.8053,108.6992
218,2007-02-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,29,0.2669,108.6992
219,2007-02-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,45,0.4142,108.6992
220,2007-02-15,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,42.5,0.3912,108.6992
221,2007-02-15,Northern,Mullattivu,Mulaitivu,9.268,80.815,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,30,0.2761,108.6992
222,2007-02-15,Northern,Mullattivu,Mulaitivu,9.268,80.815,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,43.5,0.4004,108.6992
223,2007-02-15,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,42.5,0.3912,108.6992
224,2007-02-15,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,41.3,0.3801,108.6992
225,2007-02-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,38.59,0.3552,108.6992
226,2007-02-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,36.38,0.3348,108.6992
227,2007-02-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,42.18,0.3882,108.6992
228,2007-03-15,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,34.5,0.3149,109.3437
229,2007-03-15,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,40,0.3651,109.3437
230,2007-03-15,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,40.15,0.3665,109.3437
231,2007-03-15,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,41.6,0.3797,109.3437
232,2007-03-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,36,0.3286,109.3437
233,2007-03-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,40.12,0.3662,109.3437
234,2007-03-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,28,0.2556,109.3437
235,2007-03-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,46.5,0.4245,109.3437
236,2007-03-15,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,40.75,0.372,109.3437
237,2007-03-15,Northern,Mullattivu,Mulaitivu,9.268,80.815,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,45.75,0.4176,109.3437
238,2007-03-15,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,41,0.3743,109.3437
239,2007-03-15,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,41.5,0.3788,109.3437
240,2007-03-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,36.86,0.3365,109.3437
241,2007-03-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,34.29,0.313,109.3437
242,2007-03-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,43.54,0.3974,109.3437
243,2007-04-15,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,35,0.3188,109.4028
244,2007-04-15,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,42,0.3825,109.4028
245,2007-04-15,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,44,0.4007,109.4028
246,2007-04-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,40.25,0.3666,109.4028
247,2007-04-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,44.25,0.403,109.4028
248,2007-04-15,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,65,0.592,109.4028
249,2007-04-15,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,55,0.5009,109.4028
250,2007-04-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,46.5,0.4235,109.4028
251,2007-04-15,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,41.5,0.3779,109.4028
252,2007-04-15,Northern,Mullattivu,Mulaitivu,9.268,80.815,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,46,0.4189,109.4028
253,2007-04-15,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,40,0.3643,109.4028
254,2007-04-15,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,42.5,0.3871,109.4028
255,2007-04-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,35.12,0.3199,109.4028
256,2007-04-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,43.64,0.3974,109.4028
257,2007-05-15,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,35,0.3156,110.8517
258,2007-05-15,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,48.5,0.4373,110.8517
259,2007-05-15,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,45.5,0.4102,110.8517
260,2007-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,42.5,0.3832,110.8517
261,2007-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,45.5,0.4102,110.8517
262,2007-05-15,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,76,0.6852,110.8517
263,2007-05-15,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,50,0.4508,110.8517
264,2007-05-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,26,0.2344,110.8517
265,2007-05-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,48,0.4328,110.8517
266,2007-05-15,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,42,0.3787,110.8517
267,2007-05-15,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,47,0.4238,110.8517
268,2007-05-15,Northern,Mullattivu,Mulaitivu,9.268,80.815,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,22,0.1984,110.8517
269,2007-05-15,Northern,Mullattivu,Mulaitivu,9.268,80.815,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,50,0.4508,110.8517
270,2007-05-15,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,42.5,0.3832,110.8517
271,2007-05-15,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,47,0.4238,110.8517
272,2007-05-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,36.34,0.3277,110.8517
273,2007-05-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,34.19,0.3083,110.8517
274,2007-05-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,46.57,0.4199,110.8517
275,2007-06-15,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,47,0.424,110.9666
276,2007-06-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,41,0.3699,110.9666
277,2007-06-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,56,0.5052,110.9666
278,2007-06-15,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,50,0.4511,110.9666
279,2007-06-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,49,0.442,110.9666
280,2007-06-15,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,47.5,0.4285,110.9666
281,2007-06-15,Northern,Mullattivu,Mulaitivu,9.268,80.815,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,23,0.2075,110.9666
282,2007-06-15,Northern,Mullattivu,Mulaitivu,9.268,80.815,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,50,0.4511,110.9666
283,2007-06-15,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,43,0.3879,110.9666
284,2007-06-15,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,48,0.433,110.9666
285,2007-06-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,35.76,0.3226,110.9666
286,2007-06-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,47.24,0.4261,110.9666
287,2007-07-15,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,38.5,0.345,111.6639
288,2007-07-15,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,55,0.4929,111.6639
289,2007-07-15,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,43.5,0.3899,111.6639
290,2007-07-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,48,0.4302,111.6639
291,2007-07-15,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,67.5,0.6049,111.6639
292,2007-07-15,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,55,0.4929,111.6639
293,2007-07-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,25,0.2241,111.6639
294,2007-07-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,51,0.4571,111.6639
295,2007-07-15,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,43.5,0.3899,111.6639
296,2007-07-15,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,47.5,0.4257,111.6639
297,2007-07-15,Northern,Mullattivu,Mulaitivu,9.268,80.815,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,23.5,0.2106,111.6639
298,2007-07-15,Northern,Mullattivu,Mulaitivu,9.268,80.815,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,51,0.4571,111.6639
299,2007-07-15,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,43.5,0.3899,111.6639
300,2007-07-15,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,48,0.4302,111.6639
301,2007-07-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,36.36,0.3259,111.6639
302,2007-07-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,47.93,0.4295,111.6639
303,2007-08-15,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,38.5,0.3438,112.1111
304,2007-08-15,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,55,0.4912,112.1111
305,2007-08-15,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,33.5,0.2992,112.1111
306,2007-08-15,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,51,0.4555,112.1111
307,2007-08-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,40,0.3572,112.1111
308,2007-08-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,50,0.4465,112.1111
309,2007-08-15,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,115,1.0271,112.1111
310,2007-08-15,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,85,0.7591,112.1111
311,2007-08-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,56,0.5001,112.1111
312,2007-08-15,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,44,0.393,112.1111
313,2007-08-15,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,50,0.4465,112.1111
314,2007-08-15,Northern,Mullattivu,Mulaitivu,9.268,80.815,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,22,0.1965,112.1111
315,2007-08-15,Northern,Mullattivu,Mulaitivu,9.268,80.815,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,56,0.5001,112.1111
316,2007-08-15,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,45,0.4019,112.1111
317,2007-08-15,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,49,0.4376,112.1111
318,2007-08-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,38.7,0.3456,112.1111
319,2007-08-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,51.5,0.46,112.1111
320,2007-09-15,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,40,0.3532,113.3388
321,2007-09-15,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,57,0.5033,113.3388
322,2007-09-15,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,38,0.3355,113.3388
323,2007-09-15,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,54,0.4768,113.3388
324,2007-09-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,50,0.4414,113.3388
325,2007-09-15,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,92.5,0.8167,113.3388
326,2007-09-15,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,72.5,0.6401,113.3388
327,2007-09-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,30,0.2649,113.3388
328,2007-09-15,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,56,0.4944,113.3388
329,2007-09-15,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,48.5,0.4282,113.3388
330,2007-09-15,Northern,Mullattivu,Mulaitivu,9.268,80.815,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,28.5,0.2516,113.3388
331,2007-09-15,Northern,Mullattivu,Mulaitivu,9.268,80.815,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,56,0.4944,113.3388
332,2007-09-15,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,49,0.4326,113.3388
333,2007-09-15,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,51.5,0.4547,113.3388
334,2007-09-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,39.88,0.3521,113.3388
335,2007-09-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,37.63,0.3322,113.3388
336,2007-09-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,51.34,0.4533,113.3388
337,2007-10-15,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,40,0.3527,113.0575
338,2007-10-15,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,65.5,0.5776,113.0575
339,2007-10-15,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,40.5,0.3571,113.0575
